ESNTL_NO,WRD_NM,AFRM_SCORE_VALUE,NEGA_SCORE_VALUE
"15899","루더","0.00001","0.00000"
"15900","루덕","0.00001","0.00000"
"15901","루덴스","0.00010","0.00006"
"15902","루도","0.00013","0.00000"
"15903","루도비카","0.00001","0.00000"
"15904","루도비코","0.00001","0.00002"
"15905","루돌프","0.00045","0.00050"
"15906","루드","0.00008","0.00002"
"15907","루드라","0.00001","0.00004"
"15908","루드베키아","0.00001","0.00006"
"15909","루드비","0.00004","0.00002"
"15910","루드비히","0.00006","0.00013"
"15911","루드빅","0.00016","0.00000"
"15912","루디","0.00029","0.00054"
"15913","루디야드","0.00001","0.00002"
"15914","루딘","0.00001","0.00002"
"15915","루레이로","0.00001","0.00004"
"15916","루루","0.00146","0.00015"
"15917","루르","0.00004","0.00004"
"15918","루르드","0.00002","0.00000"
"15919","루리","0.00061","0.00071"
"15920","루리아","0.00001","0.00000"
"15921","루리카","0.00007","0.00002"
"15922","루리코","0.00031","0.00024"
"15923","루마","0.00009","0.00004"
"15924","루마니아","0.00027","0.00022"
"15925","루만","0.00003","0.00006"
"15926","루머","0.00066","0.00048"
"15927","루멘","0.00001","0.00000"
"15928","루미","0.00039","0.00009"
"15929","루미나","0.00002","0.00002"
"15930","루미너스","0.00003","0.00000"
"15931","루미놀","0.00005","0.00000"
"15932","루미스","0.00006","0.00000"
"15933","루미코","0.00011","0.00019"
"15934","루미큐브","0.00001","0.00002"
"15935","루바","0.00002","0.00000"
"15936","루버","0.00003","0.00000"
"15937","루베","0.00002","0.00000"
"15938","루벤","0.00006","0.00006"
"15939","루벤스","0.00024","0.00019"
"15940","루벤스타인","0.00001","0.00000"
"15941","루보","0.00007","0.00009"
"15942","루브","0.00003","0.00006"
"15943","루브나","0.00016","0.00000"
"15944","루브르","0.00094","0.00045"
"15945","루블","0.00014","0.00022"
"15946","루비","0.00110","0.00043"
"15947","루비나","0.00002","0.00002"
"15948","루비니","0.00002","0.00002"
"15949","루비오","0.00001","0.00002"
"15950","루비치","0.00005","0.00000"
"15951","루비콘","0.00007","0.00002"
"15952","루빅","0.00003","0.00000"
"15953","루빅스","0.00001","0.00000"
"15954","루빈","0.00006","0.00007"
"15955","루빈슈타인","0.00002","0.00000"
"15956","루빈스타인","0.00014","0.00002"
"15957","루샤","0.00003","0.00000"
"15958","루소","0.00113","0.00165"
"15959","루손","0.00001","0.00002"
"15960","루수","0.00008","0.00009"
"15961","루슈디","0.00009","0.00000"
"15962","루스","0.00122","0.00141"
"15963","루스벨트","0.00035","0.00050"
"15964","루스터","0.00001","0.00000"
"15965","루스트","0.00004","0.00013"
"15966","루슬룬드","0.00001","0.00000"
"15967","루시","0.00323","0.00210"
"15968","루시드","0.00008","0.00006"
"15969","루시드폴","0.00006","0.00000"
"15970","루시디","0.00003","0.00004"
"15971","루시아","0.00030","0.00017"
"15972","루시아나","0.00002","0.00000"
"15973","루시안","0.00004","0.00000"
"15974","루시어","0.00001","0.00000"
"15975","루시어스","0.00001","0.00000"
"15976","루시에","0.00001","0.00006"
"15977","루시엔","0.00004","0.00007"
"15978","루시퍼","0.00023","0.00013"
"15979","루신","0.00001","0.00000"
"15980","루신다","0.00004","0.00004"
"15981","루실","0.00002","0.00000"
"15982","루실라","0.00002","0.00000"
"15983","루씨","0.00008","0.00002"
"15984","루아","0.00014","0.00015"
"15985","루아르","0.00001","0.00000"
"15986","루안","0.00003","0.00011"
"15987","루앙","0.00006","0.00000"
"15988","루앙프라방","0.00003","0.00000"
"15989","루앤","0.00003","0.00000"
"15990","루야","0.00001","0.00000"
"15991","루어","0.00002","0.00006"
"15992","루어스","0.00001","0.00006"
"15993","루언","0.00007","0.00006"
"15994","루엘","0.00001","0.00000"
"15995","루오","0.00001","0.00000"
"15996","루왁","0.00004","0.00002"
"15997","루이","0.00304","0.00156"
"15998","루이보스","0.00001","0.00000"
"15999","루이비통","0.00013","0.00009"
"16000","루이사","0.00001","0.00000"
"16001","루이스","0.00235","0.00191"
"16002","루이자","0.00077","0.00225"
"16003","루이제","0.00003","0.00026"
"16004","루이즈","0.00104","0.00080"
"16005","루이지","0.00004","0.00002"
"16006","루이지애나","0.00006","0.00004"
"16007","루자","0.00001","0.00000"
"16008","루저","0.00035","0.00024"
"16009","루정","0.00001","0.00000"
"16010","루주","0.00005","0.00011"
"16011","루즈","0.00008","0.00011"
"16012","루즈벨트","0.00013","0.00017"
"16013","루지","0.00012","0.00015"
"16014","루차","0.00001","0.00000"
"16015","루체","0.00001","0.00000"
"16016","루체른","0.00003","0.00002"
"16017","루츠","0.00002","0.00009"
"16018","루치아","0.00003","0.00019"
"16019","루치아노","0.00002","0.00002"
"16020","루치에","0.00006","0.00002"
"16021","루치오","0.00008","0.00000"
"16022","루카","0.00038","0.00052"
"16023","루카스","0.00041","0.00032"
"16024","루카와","0.00008","0.00004"
"16025","루카치","0.00004","0.00004"
"16026","루커스","0.00002","0.00002"
"16027","루케이도","0.00014","0.00002"
"16028","루쿠","0.00008","0.00009"
"16029","루크","0.00139","0.00182"
"16030","루크레시아","0.00003","0.00004"
"16031","루크레티우스","0.00002","0.00002"
"16032","루크만","0.00001","0.00000"
"16033","루키","0.00006","0.00011"
"16034","루키우스","0.00007","0.00002"
"16035","루킹","0.00007","0.00041"
"16036","루타","0.00311","0.00232"
"16037","루터","0.00087","0.00102"
"16038","루터교","0.00001","0.00000"
"16039","루테인","0.00002","0.00000"
"16040","루트","0.00124","0.00115"
"16041","루트비히","0.00010","0.00015"
"16042","루티","0.00003","0.00002"
"16043","루틴","0.00204","0.00119"
"16044","루틸","0.00001","0.00000"
"16045","루팅","0.00002","0.00000"
"16046","루파","0.00010","0.00000"
"16047","루파노","0.00002","0.00000"
"16048","루팡","0.00037","0.00080"
"16049","루퍼","0.00001","0.00006"
"16050","루퍼스","0.00058","0.00028"
"16051","루퍼트","0.00008","0.00004"
"16052","루페","0.00003","0.00002"
"16053","루푸스","0.00028","0.00000"
"16054","루프","0.00071","0.00059"
"16055","루프트한자","0.00001","0.00002"
"16056","루피","0.00112","0.00035"
"16057","루피오","0.00009","0.00017"
"16058","루핀","0.00005","0.00011"
"16059","루핑","0.00005","0.00000"
"16060","루하","0.00001","0.00000"
"16061","루헤인","0.00012","0.00024"
"16062","루호","0.00003","0.00000"
"16063","룩셈부르크","0.00007","0.00011"
"16064","룩소르","0.00003","0.00000"
"16065","룩스","0.00006","0.00000"
"16066","룬드","0.00006","0.00006"
"16067","룬딘","0.00001","0.00000"
"16068","룬트","0.00002","0.00002"
"16069","룰라","0.00024","0.00033"
"16070","룰레","0.00003","0.00006"
"16071","룰렛","0.00020","0.00017"
"16072","룰로","0.00001","0.00002"
"16073","룰루","0.00044","0.00026"
"16074","룰루랄라","0.00022","0.00015"
"16075","룰리","0.00002","0.00000"
"16076","룰즈","0.00001","0.00000"
"16077","룸메이트","0.00046","0.00067"
"16078","룸바","0.00001","0.00002"
"16079","룸비니","0.00001","0.00000"
"16080","룸스","0.00002","0.00002"
"16081","룸펜","0.00002","0.00000"
"16082","룸피","0.00044","0.00000"
"16083","룽산","0.00001","0.00000"
"16084","룽후","0.00001","0.00000"
"16085","뤄샤오","0.00002","0.00004"
"16086","뤄양","0.00002","0.00000"
"16087","뤄전위","0.00001","0.00000"
"16088","뤼디거","0.00008","0.00009"
"16089","뤼미에르","0.00005","0.00002"
"16090","뤼베크","0.00001","0.00000"
"16091","뤼순","0.00004","0.00002"
"16092","뤼스","0.00004","0.00004"
"16093","뤼시앵","0.00002","0.00000"
"16094","뤼시엥","0.00001","0.00000"
"16095","뤼앙","0.00002","0.00002"
"16096","뤼즈","0.00000","0.00006"
"16097","뤼카","0.00006","0.00000"
"16098","뤼크","0.00003","0.00004"
"16099","뤼트","0.00006","0.00004"
"16100","뤼팽","0.00130","0.00104"
"16101","뤽상부르","0.00002","0.00000"
"16102","류경","0.00002","0.00004"
"16103","류고","0.00002","0.00002"
"16104","류관","0.00003","0.00002"
"16105","류근","0.00012","0.00022"
"16106","류급","0.00001","0.00000"
"16107","류노스케","0.00023","0.00028"
"16108","류담","0.00001","0.00002"
"16111","류드밀라","0.00005","0.00000"
"16112","류량","0.00001","0.00000"
"16113","류리","0.00002","0.00002"
"16114","류머티스","0.00002","0.00002"
"16115","류머티즘","0.00007","0.00002"
"16116","류모세","0.00003","0.00000"
"16117","류민","0.00002","0.00000"
"16118","류보머스키","0.00001","0.00007"
"16119","류블랴나","0.00001","0.00000"
"16120","류사","0.00005","0.00000"
"16139","류이","0.00001","0.00000"
"16140","류이치","0.00004","0.00002"
"16141","류이치로","0.00003","0.00004"
"16142","류잉","0.00001","0.00000"
"16143","류자","0.00001","0.00002"
"16144","류자부로","0.00001","0.00000"
"16145","류재","0.00004","0.00004"
"16148","류조","0.00004","0.00002"
"16151","류즈","0.00002","0.00000"
"16152","류지","0.00006","0.00002"
"16153","류진","0.00002","0.00000"
"16154","류체","0.00003","0.00006"
"16155","류츠","0.00010","0.00002"
"16156","류치","0.00001","0.00002"
"16157","류큐","0.00006","0.00007"
"16158","류키","0.00001","0.00002"
"16159","류타","0.00009","0.00020"
"16160","류타로","0.00007","0.00000"
"16161","류탄","0.00002","0.00000"
"16163","류토","0.00022","0.00000"
"16164","류트","0.00003","0.00002"
"16165","류향","0.00002","0.00002"
"16168","륙십","0.00001","0.00000"
"16169","르고","0.00002","0.00002"
"16170","르나르","0.00003","0.00002"
"16171","르낭","0.00002","0.00000"
"16172","르냉","0.00001","0.00004"
"16173","르네","0.00119","0.00177"
"16174","르네상스","0.00245","0.00195"
"16175","르넬","0.00001","0.00002"
"16176","르노","0.00008","0.00015"
"16177","르노도","0.00001","0.00000"
"16178","르누","0.00002","0.00004"
"16179","르누아르","0.00023","0.00026"
"16180","르느와르","0.00002","0.00000"
"16181","르니","0.00004","0.00007"
"16182","르닉","0.00003","0.00002"
"16183","르동","0.00004","0.00002"
"16184","르두","0.00002","0.00000"
"16185","르레","0.00003","0.00002"
"16186","르레이","0.00001","0.00000"
"16187","르로이","0.00006","0.00000"
"16188","르루","0.00002","0.00007"
"16189","르루아","0.00001","0.00000"
"16190","르름","0.00001","0.00004"
"16191","르마","0.00003","0.00000"
"16192","르망","0.00003","0.00004"
"16193","르메르","0.00001","0.00000"
"16194","르메이","0.00002","0.00000"
"16195","르메트르","0.00011","0.00020"
"16196","르몽드","0.00002","0.00000"
"16197","르미","0.00003","0.00002"
"16198","르바","0.00009","0.00006"
"16199","르방","0.00003","0.00000"
"16200","르베리에","0.00002","0.00002"
"16201","르벨","0.00006","0.00000"
"16202","르보","0.00002","0.00000"
"16203","르봉","0.00003","0.00002"
"16204","르부","0.00002","0.00000"
"16205","르브론","0.00001","0.00002"
"16206","르브룅","0.00002","0.00000"
"16207","르블랑","0.00017","0.00007"
"16208","르비","0.00002","0.00000"
"16209","르빈","0.00001","0.00000"
"16210","르상티망","0.00006","0.00006"
"16211","르소","0.00049","0.00104"
"16212","르아브르","0.00001","0.00006"
"16213","르완다","0.00009","0.00017"
"16214","르윈","0.00001","0.00000"
"16215","르윈스키","0.00003","0.00002"
"16216","르이","0.00006","0.00007"
"16217","르카레","0.00003","0.00000"
"16218","르코르뷔지에","0.00007","0.00002"
"16219","르코크","0.00001","0.00000"
"16220","르콩트","0.00001","0.00000"
"16221","르투","0.00011","0.00007"
"16222","르페브르","0.00005","0.00000"
"16223","르펜","0.00002","0.00000"
"16224","르포","0.00038","0.00048"
"16225","르포르","0.00001","0.00000"
"16226","르포르타주","0.00008","0.00013"
"16227","르퓌","0.00002","0.00000"
"16228","르피","0.00002","0.00002"
"16229","를로르","0.00008","0.00007"
"16230","리가","0.00149","0.00151"
"16231","리각","0.00006","0.00000"
"16232","리간","0.00001","0.00002"
"16233","리갈","0.00003","0.00000"
"16234","리강","0.00006","0.00013"
"16235","리거","0.00012","0.00019"
"16236","리건","0.00003","0.00004"
"16237","리건스","0.00001","0.00000"
"16238","리걸","0.00005","0.00011"
"16239","리겔","0.00002","0.00000"
"16240","리고베르토","0.00001","0.00004"
"16241","리골레토","0.00001","0.00000"
"16242","리구리아","0.00001","0.00000"
"16243","리그","0.00192","0.00277"
"16244","리글","0.00001","0.00000"
"16245","리글리","0.00001","0.00000"
"16246","리기","0.00007","0.00013"
"16247","리기다","0.00001","0.00002"
"16248","리까리","0.00003","0.00006"
"16249","리나","0.00075","0.00063"
"16250","리날도","0.00001","0.00000"
"16251","리날디","0.00002","0.00000"
"16252","리네","0.00009","0.00000"
"16253","리네트","0.00001","0.00000"
"16254","리넨","0.00013","0.00007"
"16255","리넷","0.00003","0.00000"
"16256","리노","0.00073","0.00019"
"16257","리노바이러스","0.00002","0.00000"
"16258","리놀렌","0.00001","0.00000"
"16259","리놀륨","0.00003","0.00004"
"16260","리누","0.00001","0.00002"
"16261","리누스","0.00004","0.00002"
"16262","리눅스","0.00027","0.00030"
"16263","리뉴","0.00019","0.00026"
"16264","리니","0.00003","0.00004"
"16265","리니지","0.00003","0.00004"
"16266","리더","0.02270","0.01684"
"16267","리더만","0.00001","0.00000"
"16268","리더스","0.00047","0.00028"
"16269","리덕","0.00001","0.00000"
"16270","리덴","0.00002","0.00007"
"16271","리델","0.00003","0.00000"
"16272","리도","0.00025","0.00056"
"16273","리듀스","0.00001","0.00002"
"16274","리드","0.00161","0.00182"
"16275","리드미컬","0.00005","0.00004"
"16276","리들","0.00007","0.00006"
"16277","리들리","0.00012","0.00015"
"16278","리듬","0.00424","0.00385"
"16279","리디","0.00024","0.00037"
"16280","리디아","0.00180","0.00065"
"16281","리딩","0.00386","0.00364"
"16282","리라","0.00032","0.00030"
"16283","리락쿠마","0.00003","0.00009"
"16284","리랜드","0.00005","0.00000"
"16285","리로이","0.00003","0.00000"
"16286","리리","0.00080","0.00009"
"16287","리리카","0.00007","0.00056"
"16288","리릭","0.00003","0.00004"
"16289","리링","0.00003","0.00006"
"16290","리마","0.00017","0.00022"
"16291","리마커블","0.00013","0.00024"
"16292","리머","0.00011","0.00009"
"16293","리먼","0.00028","0.00045"
"16294","리메","0.00002","0.00004"
"16295","리메이크","0.00019","0.00045"
"16296","리멘","0.00001","0.00000"
"16297","리멤버","0.00006","0.00006"
"16298","리모","0.00059","0.00067"
"16299","리모컨","0.00035","0.00030"
"16300","리모트","0.00004","0.00004"
"16301","리무","0.00002","0.00000"
"16302","리무진","0.00009","0.00024"
"16303","리문","0.00002","0.00015"
"16304","리미","0.00007","0.00007"
"16305","리미터","0.00005","0.00000"
"16306","리미트리스","0.00002","0.00000"
"16307","리믹스","0.00003","0.00002"
"16308","리밋","0.00001","0.00000"
"16309","리밍","0.00001","0.00000"
"16310","리바","0.00029","0.00020"
"16311","리바운드","0.00008","0.00002"
"16312","리바이","0.00028","0.00006"
"16313","리바이벌","0.00003","0.00011"
"16314","리발","0.00002","0.00004"
"16315","리방","0.00001","0.00000"
"16316","리밴","0.00003","0.00000"
"16317","리버","0.00066","0.00089"
"16318","리버럴","0.00005","0.00004"
"16319","리버링","0.00001","0.00000"
"16320","리버만","0.00002","0.00000"
"16321","리버먼","0.00003","0.00006"
"16322","리버모어","0.00019","0.00026"
"16323","리버사이드","0.00002","0.00000"
"16324","리버스","0.00016","0.00020"
"16325","리버티","0.00008","0.00004"
"16326","리버풀","0.00008","0.00028"
"16327","리번","0.00001","0.00002"
"16328","리베","0.00005","0.00004"
"16329","리베라","0.00009","0.00007"
"16330","리베로","0.00002","0.00000"
"16331","리베르","0.00010","0.00002"
"16332","리베이트","0.00007","0.00002"
"16333","리베카","0.00018","0.00015"
"16334","리벤지","0.00003","0.00011"
"16335","리벨리","0.00001","0.00002"
"16336","리벳","0.00005","0.00007"
"16337","리보","0.00009","0.00006"
"16338","리보르","0.00002","0.00011"
"16339","리보솜","0.00002","0.00000"
"16340","리본","0.00182","0.00125"
"16341","리볼버","0.00001","0.00000"
"16342","리볼빙","0.00001","0.00000"
"16343","리볼트","0.00001","0.00006"
"16344","리부","0.00031","0.00020"
"16345","리부트","0.00022","0.00020"
"16346","리부팅","0.00003","0.00004"
"16347","리뷰","0.02932","0.03715"
"16348","리브","0.00054","0.00065"
"16349","리브가","0.00001","0.00000"
"16350","리브레","0.00002","0.00000"
"16351","리브르","0.00001","0.00000"
"16352","리브리","0.00005","0.00004"
"16353","리브스","0.00004","0.00007"
"16354","리브즈","0.00002","0.00002"
"16355","리브카","0.00002","0.00000"
"16356","리블리","0.00001","0.00000"
"16357","리블링","0.00001","0.00000"
"16358","리비","0.00059","0.00058"
"16359","리비도","0.00010","0.00006"
"16360","리비아","0.00059","0.00024"
"16361","리비에라","0.00001","0.00000"
"16362","리비에르","0.00004","0.00002"
"16363","리비우스","0.00009","0.00000"
"16364","리비히","0.00001","0.00000"
"16365","리빌","0.00001","0.00006"
"16366","리빗","0.00001","0.00000"
"16367","리빙","0.00022","0.00026"
"16368","리빙스턴","0.00015","0.00017"
"16369","리사","0.00114","0.00132"
"16370","리사이클링","0.00006","0.00006"
"16371","리사이틀","0.00001","0.00000"
"16372","리사코","0.00015","0.00000"
"16373","리산","0.00002","0.00004"
"16374","리상","0.00001","0.00006"
"16375","리샤","0.00004","0.00002"
"16376","리샤르","0.00003","0.00000"
"16377","리샹","0.00002","0.00000"
"16378","리서","0.00007","0.00007"
"16379","리서치","0.00058","0.00041"
"16380","리성","0.00002","0.00002"
"16381","리세","0.00019","0.00033"
"16382","리세션","0.00004","0.00002"
"16383","리세트","0.00002","0.00000"
"16384","리셉션","0.00001","0.00002"
"16385","리셋","0.00129","0.00048"
"16386","리소그래피","0.00001","0.00000"
"16387","리소스","0.00006","0.00004"
"16388","리소토","0.00005","0.00002"
"16389","리쇼","0.00007","0.00007"
"16390","리수","0.00015","0.00004"
"16391","리쉬","0.00005","0.00007"
"16392","리슈","0.00001","0.00000"
"16393","리슐리외","0.00005","0.00002"
"16394","리스","0.00186","0.00223"
"16395","리스닝","0.00043","0.00028"
"16396","리스먼","0.00001","0.00000"
"16397","리스베스","0.00001","0.00000"
"16398","리스벳","0.00001","0.00000"
"16399","리스본","0.00034","0.00037"
"16400","리스컴","0.00006","0.00006"
"16401","리스코","0.00001","0.00004"
"16402","리스크","0.00367","0.00342"
"16403","리스키","0.00001","0.00000"
"16404","리스킨","0.00001","0.00002"
"16405","리스타트","0.00016","0.00015"
"16406","리스터","0.00003","0.00006"
"16407","리스트","0.01136","0.01123"
"16408","리스팅","0.00001","0.00000"
"16409","리슨","0.00002","0.00002"
"16410","리시","0.00010","0.00004"
"16411","리시리","0.00001","0.00002"
"16412","리시버","0.00001","0.00000"
"16413","리시브","0.00001","0.00000"
"16414","리시아","0.00001","0.00002"
"16415","리시케시","0.00001","0.00000"
"16416","리식","0.00007","0.00002"
"16417","리신","0.00003","0.00004"
"16418","리쌍","0.00001","0.00000"
"16419","리쓰코","0.00006","0.00000"
"16420","리씨","0.00001","0.00000"
"16421","리아","0.00041","0.00043"
"16422","리아나","0.00036","0.00026"
"16423","리아스","0.00005","0.00002"
"16424","리아킴","0.00010","0.00015"
"16425","리안","0.00053","0.00052"
"16426","리알","0.00005","0.00000"
"16427","리알토","0.00001","0.00009"
"16428","리암","0.00011","0.00004"
"16429","리앙","0.00004","0.00000"
"16430","리액션","0.00025","0.00007"
"16431","리앤","0.00017","0.00017"
"16432","리야","0.00001","0.00002"
"16433","리어","0.00114","0.00139"
"16434","리어드","0.00006","0.00000"
"16435","리어리","0.00001","0.00000"
"16436","리어스","0.00011","0.00004"
"16437","리언","0.00104","0.00177"
"16438","리얼","0.00270","0.00238"
"16439","리얼돌","0.00002","0.00000"
"16440","리얼리스트","0.00016","0.00050"
"16441","리얼리즘","0.00040","0.00046"
"16442","리얼리티","0.00076","0.00087"
"16443","리얼타임","0.00002","0.00004"
"16444","리엄","0.00008","0.00002"
"16445","리에","0.00012","0.00015"
"16446","리에주","0.00001","0.00002"
"16447","리에코","0.00004","0.00004"
"16448","리엔","0.00007","0.00002"
"16449","리엘","0.00011","0.00024"
"16450","리연","0.00009","0.00015"
"16451","리영희","0.00011","0.00030"
"16452","리예트","0.00002","0.00000"
"16453","리오","0.00008","0.00019"
"16454","리오나","0.00002","0.00000"
"16455","리오넬","0.00005","0.00002"
"16456","리오니","0.00024","0.00019"
"16457","리오스","0.00004","0.00004"
"16458","리온","0.00010","0.00017"
"16459","리올","0.00007","0.00015"
"16460","리옹","0.00010","0.00004"
"16461","리완","0.00002","0.00000"
"16462","리용","0.00011","0.00000"
"16463","리우","0.00065","0.00039"
"16464","리우데자네이루","0.00007","0.00017"
"16465","리우스","0.00023","0.00022"
"16466","리우치","0.00001","0.00000"
"16467","리워드","0.00003","0.00002"
"16468","리원","0.00008","0.00013"
"16469","리웨이","0.00006","0.00002"
"16470","리유","0.00016","0.00015"
"16471","리을","0.00003","0.00000"
"16472","리의","0.00076","0.00085"
"16473","리이치","0.00002","0.00004"
"16474","리이치로","0.00005","0.00002"
"16475","리임","0.00003","0.00006"
"16476","리자","0.00045","0.00017"
"16477","리자드","0.00001","0.00000"
"16478","리자몽","0.00006","0.00000"
"16479","리자청","0.00004","0.00006"
"16480","리재","0.00002","0.00000"
"16481","리저","0.00001","0.00000"
"16482","리저브","0.00001","0.00000"
"16483","리적","0.00004","0.00017"
"16484","리전","0.00011","0.00007"
"16485","리정","0.00001","0.00002"
"16486","리제","0.00009","0.00011"
"16487","리제이","0.00001","0.00002"
"16488","리젠","0.00003","0.00011"
"16489","리젠트","0.00001","0.00006"
"16490","리조","0.00006","0.00006"
"16491","리조트","0.00032","0.00028"
"16492","리졸리","0.00009","0.00007"
"16493","리졸브","0.00002","0.00000"
"16494","리좀","0.00003","0.00000"
"16495","리주","0.00006","0.00002"
"16496","리즈","0.00103","0.00076"
"16497","리즌","0.00003","0.00000"
"16498","리즐","0.00001","0.00006"
"16499","리지","0.00040","0.00032"
"16500","리지아","0.00015","0.00004"
"16501","리지웨이","0.00004","0.00000"
"16502","리진","0.00061","0.00102"
"16503","리질리","0.00012","0.00011"
"16504","리차드","0.00018","0.00033"
"16505","리처","0.00051","0.00067"
"16506","리처드","0.00305","0.00320"
"16507","리처드슨","0.00009","0.00006"
"16508","리처즈","0.00003","0.00000"
"16509","리첸","0.00007","0.00006"
"16510","리첼","0.00010","0.00013"
"16511","리쳐","0.00002","0.00002"
"16512","리추","0.00018","0.00013"
"16513","리츠","0.00080","0.00054"
"16514","리츠칼튼","0.00004","0.00002"
"16515","리츠코","0.00002","0.00000"
"16516","리츨","0.00002","0.00004"
"16517","리치","0.00158","0.00091"
"16518","리치먼드","0.00003","0.00006"
"16519","리치몬드","0.00001","0.00004"
"16520","리치필드","0.00005","0.00000"
"16521","리칭","0.00004","0.00000"
"16522","리카","0.00077","0.00110"
"16523","리카도","0.00010","0.00022"
"16524","리카르","0.00004","0.00006"
"16525","리카르도","0.00002","0.00007"
"16526","리카비","0.00001","0.00000"
"16527","리카온","0.00002","0.00000"
"16528","리카즈","0.00002","0.00006"
"16529","리카코","0.00004","0.00019"
"16530","리캡차","0.00001","0.00000"
"16531","리커","0.00002","0.00002"
"16532","리커버리","0.00002","0.00000"
"16533","리커창","0.00001","0.00000"
"16534","리케","0.00006","0.00007"
"16535","리켄","0.00002","0.00000"
"16536","리코","0.00025","0.00058"
"16537","리코더","0.00069","0.00006"
"16538","리코스","0.00001","0.00000"
"16539","리코타","0.00004","0.00011"
"16540","리코펜","0.00003","0.00006"
"16541","리콕","0.00003","0.00000"
"16542","리콜","0.00011","0.00024"
"16543","리콴유","0.00008","0.00004"
"16544","리쿠","0.00105","0.00260"
"16545","리쿠르고스","0.00004","0.00013"
"16546","리퀘스트","0.00001","0.00000"
"16547","리퀴드","0.00001","0.00000"
"16548","리큐","0.00003","0.00002"
"16549","리큐어","0.00001","0.00000"
"16550","리크","0.00009","0.00006"
"16551","리크스","0.00022","0.00121"
"16552","리키","0.00041","0.00028"
"16553","리키니우스","0.00001","0.00002"
"16554","리키아","0.00001","0.00000"
"16555","리타","0.00046","0.00028"
"16556","리타르단도","0.00001","0.00002"
"16557","리탄","0.00003","0.00002"
"16558","리태","0.00001","0.00002"
"16559","리터","0.00010","0.00006"
"16560","리턴","0.00018","0.00026"
"16561","리턴즈","0.00002","0.00000"
"16562","리토","0.00004","0.00000"
"16563","리투","0.00085","0.00026"
"16564","리투아니아","0.00004","0.00015"
"16565","리튬","0.00011","0.00004"
"16566","리트","0.00043","0.00033"
"16567","리트레","0.00002","0.00000"
"16568","리트리버","0.00014","0.00006"
"16569","리트머스","0.00010","0.00017"
"16570","리튼","0.00001","0.00000"
"16571","리틀","0.00160","0.00119"
"16572","리틀턴","0.00001","0.00000"
"16573","리티","0.00044","0.00061"
"16574","리틱","0.00001","0.00002"
"16575","리파","0.00008","0.00009"
"16576","리파리","0.00001","0.00006"
"16577","리판","0.00002","0.00002"
"16578","리팩토링","0.00001","0.00000"
"16579","리퍼","0.00018","0.00026"
"16580","리퍼블릭","0.00002","0.00015"
"16581","리펑","0.00001","0.00000"
"16582","리페","0.00002","0.00002"
"16583","리포","0.00014","0.00007"
"16584","리포터","0.00035","0.00017"
"16585","리포트","0.00103","0.00095"
"16586","리프","0.00054","0.00052"
"16587","리프맨","0.00019","0.00017"
"16588","리프먼","0.00001","0.00000"
"16589","리프킨","0.00022","0.00046"
"16590","리프트","0.00010","0.00015"
"16591","리프팅","0.00003","0.00006"
"16592","리플","0.00015","0.00030"
"16593","리플레","0.00004","0.00004"
"16594","리플레이","0.00004","0.00006"
"16595","리플렉","0.00001","0.00000"
"16596","리플렉스","0.00001","0.00000"
"16597","리플리","0.00024","0.00006"
"16598","리플릿","0.00002","0.00004"
"16599","리피","0.00005","0.00000"
"16600","리필","0.00008","0.00004"
"16601","리핑","0.00005","0.00004"
"16602","리하","0.00004","0.00000"
"16603","리하르트","0.00004","0.00011"
"16604","리학","0.00001","0.00007"
"16605","리해","0.00001","0.00000"
"16606","리향","0.00002","0.00000"
"16607","리허설","0.00017","0.00026"
"16608","리호","0.00011","0.00011"
"16609","리화","0.00001","0.00004"
"16610","리후","0.00002","0.00000"
"16611","리히","0.00007","0.00013"
"16612","리히터","0.00007","0.00004"
"16613","리히텐베르크","0.00001","0.00000"
"16614","리히텐슈타인","0.00003","0.00000"
"16615","릭스","0.00016","0.00020"
"16616","릭스비","0.00001","0.00000"
"16617","릭터","0.00026","0.00037"
"16618","린나","0.00001","0.00002"
"16619","린네","0.00006","0.00007"
"16620","린다","0.00078","0.00087"
"16621","린더","0.00003","0.00002"
"16622","린데","0.00003","0.00002"
"16623","린덴","0.00009","0.00000"
"16624","린드","0.00012","0.00004"
"16625","린드그렌","0.00039","0.00024"
"16626","린드버그","0.00009","0.00009"
"16627","린드스트롬","0.00003","0.00000"
"16628","린든","0.00003","0.00002"
"16629","린디","0.00017","0.00019"
"16630","린린","0.00001","0.00000"
"16631","린샤","0.00001","0.00000"
"16632","린스","0.00015","0.00011"
"16633","린스타트업","0.00001","0.00004"
"16634","린시","0.00002","0.00002"
"16635","린아","0.00003","0.00002"
"16636","린을","0.00017","0.00024"
"16637","린이","0.00064","0.00059"
"16638","린저","0.00005","0.00009"
"16639","린제이","0.00003","0.00000"
"16640","린지","0.00036","0.00037"
"16641","린츠","0.00001","0.00000"
"16642","린치","0.00090","0.00123"
"16643","린카","0.00002","0.00000"
"16644","린코","0.00004","0.00013"
"16645","린타로","0.00035","0.00017"
"16646","린터","0.00001","0.00002"
"16647","린턴","0.00002","0.00000"
"16648","린트","0.00003","0.00006"
"16649","린튼","0.00004","0.00032"
"16650","린포체","0.00004","0.00013"
"16651","릴라","0.00154","0.00128"
"16652","릴랜드","0.00001","0.00004"
"16653","릴레","0.00004","0.00000"
"16654","릴레이","0.00041","0.00052"
