ESNTL_NO,WRD_NM,AFRM_SCORE_VALUE,NEGA_SCORE_VALUE
"55895","코닉스","0.00002","0.00002"
"55896","코닐","0.00002","0.00000"
"55897","코다","0.00038","0.00011"
"55898","코다이","0.00002","0.00000"
"55899","코닥","0.00012","0.00006"
"55900","코더","0.00020","0.00007"
"55901","코덱스","0.00009","0.00006"
"55902","코델","0.00001","0.00000"
"55903","코델리아","0.00006","0.00004"
"55904","코도","0.00001","0.00000"
"55905","코듀로이","0.00001","0.00000"
"55906","코드","0.01413","0.01756"
"55907","코디","0.00071","0.00050"
"55908","코디네이션","0.00001","0.00000"
"55909","코디네이터","0.00015","0.00002"
"55910","코딩","0.01198","0.00641"
"55911","코라","0.00033","0.00017"
"55912","코란","0.00018","0.00037"
"55913","코랄","0.00002","0.00002"
"55914","코랄리","0.00002","0.00000"
"55915","코러스","0.00004","0.00000"
"55916","코레","0.00018","0.00013"
"55917","코레아","0.00005","0.00004"
"55918","코레이","0.00003","0.00004"
"55919","코레타","0.00005","0.00000"
"55920","코렌","0.00001","0.00002"
"55921","코렐","0.00002","0.00002"
"55922","코렐리","0.00004","0.00006"
"55923","코렛","0.00001","0.00009"
"55924","코로","0.00009","0.00019"
"55925","코로나","0.02647","0.01842"
"55926","코로스","0.00001","0.00002"
"55927","코르","0.00048","0.00039"
"55928","코르넬리스","0.00001","0.00000"
"55929","코르넬리아","0.00002","0.00000"
"55930","코르넬리우스","0.00006","0.00002"
"55931","코르다","0.00001","0.00000"
"55932","코르도바","0.00002","0.00002"
"55933","코르디","0.00001","0.00000"
"55934","코르뷔지에","0.00007","0.00007"
"55935","코르사주","0.00002","0.00000"
"55936","코르사코프","0.00002","0.00000"
"55937","코르셋","0.00022","0.00015"
"55938","코르시카","0.00002","0.00013"
"55939","코르코바두","0.00001","0.00000"
"55940","코르크","0.00013","0.00007"
"55941","코르테스","0.00005","0.00019"
"55942","코르테시","0.00002","0.00000"
"55943","코르티솔","0.00019","0.00020"
"55944","코르프","0.00005","0.00006"
"55945","코른","0.00001","0.00002"
"55946","코를레오네","0.00001","0.00000"
"55947","코리","0.00078","0.00058"
"55948","코리건","0.00001","0.00002"
"55949","코리나","0.00010","0.00002"
"55950","코리아","0.00219","0.00223"
"55951","코리아나","0.00001","0.00000"
"55952","코리아타운","0.00002","0.00000"
"55953","코리안","0.00020","0.00015"
"55954","코리올리","0.00001","0.00002"
"55955","코린","0.00008","0.00006"
"55956","코린토스","0.00004","0.00006"
"55957","코린트","0.00001","0.00002"
"55958","코마","0.00039","0.00028"
"55959","코마네치","0.00001","0.00000"
"55960","코마츠","0.00001","0.00002"
"55961","코막","0.00002","0.00004"
"55962","코말","0.00002","0.00000"
"55963","코맥","0.00008","0.00046"
"55964","코머","0.00003","0.00006"
"55965","코먼","0.00003","0.00002"
"55966","코메","0.00002","0.00002"
"55967","코메디","0.00017","0.00084"
"55968","코멘","0.00006","0.00006"
"55969","코멘트","0.00190","0.00221"
"55970","코모","0.00005","0.00009"
"55971","코모도","0.00010","0.00000"
"55972","코모리","0.00014","0.00087"
"55973","코몬","0.00001","0.00006"
"55974","코무라","0.00004","0.00000"
"55975","코뮌","0.00003","0.00009"
"55976","코뮨","0.00001","0.00002"
"55977","코미","0.00022","0.00028"
"55978","코미디","0.00141","0.00230"
"55979","코미디언","0.00030","0.00056"
"55980","코미사","0.00003","0.00000"
"55981","코미어","0.00001","0.00002"
"55982","코미코","0.00002","0.00000"
"55983","코믹","0.00301","0.00327"
"55984","코믹스","0.00045","0.00011"
"55985","코밍","0.00014","0.00009"
"55986","코바","0.00007","0.00011"
"55987","코바야시","0.00003","0.00000"
"55988","코발","0.00001","0.00000"
"55989","코발트","0.00009","0.00002"
"55990","코베","0.00001","0.00000"
"55991","코베이","0.00001","0.00006"
"55992","코베인","0.00002","0.00004"
"55993","코벤","0.00028","0.00030"
"55994","코보","0.00002","0.00000"
"55995","코볼","0.00003","0.00004"
"55996","코브","0.00005","0.00006"
"55997","코브라","0.00024","0.00048"
"55998","코브스","0.00001","0.00004"
"55999","코비","0.00003","0.00007"
"56000","코비치","0.00002","0.00002"
"56001","코빈","0.00006","0.00000"
"56002","코빗","0.00001","0.00000"
"56003","코뿔","0.00137","0.00078"
"56004","코뿔소","0.00002","0.00000"
"56005","코사","0.00006","0.00002"
"56006","코사인","0.00003","0.00002"
"56007","코사카","0.00002","0.00002"
"56008","코세","0.00003","0.00000"
"56009","코세라","0.00002","0.00002"
"56010","코소","0.00001","0.00002"
"56011","코소보","0.00005","0.00002"
"56012","코수","0.00002","0.00000"
"56013","코수멜","0.00003","0.00000"
"56014","코스","0.00624","0.00509"
"56015","코스닥","0.00034","0.00026"
"56016","코스모","0.00024","0.00013"
"56017","코스모스","0.00119","0.00091"
"56018","코스믹","0.00001","0.00000"
"56019","코스케","0.00027","0.00071"
"56020","코스타","0.00007","0.00002"
"56021","코스타리카","0.00007","0.00007"
"56022","코스터","0.00136","0.00091"
"56023","코스테","0.00003","0.00000"
"56024","코스텔","0.00001","0.00006"
"56025","코스텔로","0.00003","0.00002"
"56026","코스톨라니","0.00021","0.00020"
"56027","코스튬","0.00007","0.00007"
"56028","코스트","0.00033","0.00028"
"56029","코스트너","0.00002","0.00000"
"56030","코스티","0.00002","0.00009"
"56031","코스프레","0.00017","0.00032"
"56032","코스피","0.00077","0.00058"
"56033","코시","0.00013","0.00009"
"56034","코시모","0.00007","0.00007"
"56035","코시안","0.00003","0.00002"
"56036","코식","0.00003","0.00000"
"56037","코아","0.00011","0.00000"
"56038","코알라","0.00074","0.00108"
"56039","코야","0.00005","0.00000"
"56040","코어","0.00040","0.00019"
"56041","코언","0.00003","0.00004"
"56042","코에이","0.00001","0.00000"
"56043","코엑스","0.00011","0.00011"
"56044","코엔","0.00002","0.00000"
"56045","코엘로","0.00004","0.00006"
"56046","코엘료","0.00122","0.00463"
"56047","코엘류","0.00003","0.00006"
"56048","코오","0.00001","0.00000"
"56049","코오롱","0.00004","0.00000"
"56050","코왈스키","0.00001","0.00000"
"56051","코요","0.00001","0.00002"
"56052","코요태","0.00001","0.00000"
"56053","코요테","0.00062","0.00035"
"56054","코우","0.00004","0.00002"
"56055","코우다","0.00003","0.00007"
"56056","코우스케","0.00004","0.00002"
"56057","코우지","0.00031","0.00054"
"56058","코우치","0.00002","0.00004"
"56059","코우타","0.00001","0.00000"
"56060","코우헤이","0.00001","0.00000"
"56061","코울","0.00002","0.00004"
"56062","코웨이","0.00001","0.00000"
"56063","코웬","0.00002","0.00004"
"56064","코웰","0.00005","0.00000"
"56065","코이","0.00002","0.00000"
"56066","코이누르","0.00001","0.00000"
"56067","코이즈미","0.00001","0.00000"
"56068","코이치","0.00003","0.00011"
"56069","코이케","0.00012","0.00022"
"56070","코인","0.00147","0.00199"
"56071","코일","0.00010","0.00007"
"56072","코임브라","0.00001","0.00000"
"56073","코제트","0.00008","0.00019"
"56074","코조","0.00010","0.00002"
"56075","코즈","0.00004","0.00006"
"56076","코즈모폴리터니즘","0.00001","0.00000"
"56077","코즈모폴리턴","0.00002","0.00000"
"56078","코지","0.00095","0.00082"
"56079","코지마","0.00004","0.00007"
"56080","코차","0.00002","0.00000"
"56081","코츠","0.00004","0.00002"
"56082","코치","0.00284","0.00193"
"56083","코치닐","0.00001","0.00000"
"56084","코칭","0.00347","0.00197"
"56085","코카","0.00066","0.00069"
"56086","코카서스","0.00005","0.00006"
"56087","코카인","0.00011","0.00011"
"56088","코커","0.00002","0.00000"
"56089","코코","0.00209","0.00203"
"56090","코코넛","0.00050","0.00045"
"56091","코코슈카","0.00003","0.00004"
"56092","코코아","0.00050","0.00045"
"56093","코콜","0.00001","0.00000"
"56094","코쿠","0.00006","0.00002"
"56095","코크","0.00012","0.00004"
"56096","코크런","0.00001","0.00000"
"56097","코키","0.00005","0.00004"
"56098","코타","0.00004","0.00013"
"56099","코타로","0.00070","0.00069"
"56100","코타르","0.00004","0.00004"
"56101","코타리","0.00002","0.00000"
"56102","코타키나발루","0.00002","0.00000"
"56103","코터","0.00002","0.00000"
"56104","코테","0.00001","0.00000"
"56105","코텍스","0.00003","0.00000"
"56106","코토","0.00012","0.00004"
"56107","코트","0.00133","0.00108"
"56108","코트니","0.00008","0.00002"
"56109","코트다쥐르","0.00003","0.00000"
"56110","코트디부아르","0.00008","0.00002"
"56111","코트렐","0.00001","0.00000"
"56112","코튼","0.00031","0.00017"
"56113","코틀러","0.00008","0.00011"
"56114","코틀린","0.00012","0.00032"
"56115","코티","0.00004","0.00011"
"56116","코티지","0.00003","0.00002"
"56117","코팅","0.00066","0.00058"
"56118","코파","0.00016","0.00007"
"56119","코파카바나","0.00001","0.00004"
"56120","코퍼","0.00003","0.00002"
"56121","코퍼레이션","0.00005","0.00002"
"56122","코퍼필드","0.00001","0.00002"
"56123","코페","0.00003","0.00002"
"56124","코페르","0.00003","0.00000"
"56125","코페르니쿠스","0.00038","0.00035"
"56126","코페스","0.00001","0.00000"
"56127","코페이","0.00001","0.00000"
"56128","코펜","0.00001","0.00000"
"56129","코펜하겐","0.00013","0.00009"
"56130","코펠","0.00006","0.00004"
"56131","코펠리아","0.00001","0.00004"
"56132","코포","0.00001","0.00000"
"56133","코폴라","0.00004","0.00000"
"56134","코프","0.00021","0.00013"
"56135","코플랜드","0.00015","0.00017"
"56136","코피","0.00003","0.00002"
"56137","코피노","0.00003","0.00000"
"56138","코핀","0.00001","0.00000"
"56139","코하루","0.00005","0.00000"
"56140","코헤이","0.00003","0.00007"
"56141","코헨","0.00015","0.00022"
"56142","코호트","0.00002","0.00002"
"56143","코흐","0.00008","0.00011"
"56144","콕스","0.00007","0.00006"
"56145","콕콕","0.00188","0.00113"
"56146","콕콕콕","0.00006","0.00002"
"56147","콕토","0.00001","0.00004"
"56148","콘덴서","0.00002","0.00000"
"56149","콘도","0.00011","0.00017"
"56150","콘도르","0.00004","0.00002"
"56151","콘돌리자","0.00002","0.00000"
"56152","콘돔","0.00012","0.00030"
"56153","콘라드","0.00015","0.00006"
"56154","콘라딘","0.00003","0.00000"
"56155","콘라트","0.00024","0.00004"
"56156","콘래드","0.00011","0.00015"
"56157","콘버그","0.00005","0.00002"
"56158","콘서트","0.00232","0.00256"
"56159","콘센트","0.00018","0.00004"
"56160","콘셉트","0.00103","0.00087"
"56161","콘솔","0.00007","0.00007"
"56162","콘수","0.00002","0.00004"
"56163","콘수엘로","0.00004","0.00028"
"56164","콘스","0.00003","0.00004"
"56165","콘스탄","0.00001","0.00004"
"56166","콘스탄스","0.00002","0.00000"
"56167","콘스탄체","0.00003","0.00004"
"56168","콘스탄티노","0.00001","0.00002"
"56169","콘스탄티노플","0.00016","0.00028"
"56170","콘스탄티누스","0.00019","0.00019"
"56171","콘스탄티우스","0.00006","0.00000"
"56172","콘스탄틴","0.00008","0.00009"
"56173","콘스턴스","0.00009","0.00004"
"56174","콘스턴트","0.00001","0.00000"
"56175","콘월","0.00004","0.00002"
"56176","콘웨이","0.00006","0.00007"
"56177","콘웰","0.00004","0.00013"
"56178","콘체르토","0.00001","0.00000"
"56179","콘체른","0.00002","0.00000"
"56180","콘크리트","0.00096","0.00072"
"56181","콘클라베","0.00015","0.00007"
"56182","콘택트","0.00012","0.00013"
"56183","콘테","0.00001","0.00000"
"56184","콘테스트","0.00010","0.00004"
"56185","콘텍트","0.00002","0.00000"
"56186","콘텐츠","0.00828","0.00615"
"56187","콘트","0.00006","0.00006"
"56188","콘트라","0.00003","0.00002"
"56189","콘트라베이스","0.00005","0.00006"
"56190","콘트롤","0.00009","0.00004"
"56191","콘티","0.00011","0.00013"
"56192","콘티넨털","0.00001","0.00000"
"56193","콘퍼런스","0.00006","0.00011"
"56194","콘필드","0.00001","0.00000"
"56195","콜더","0.00002","0.00000"
"56196","콜드","0.00041","0.00099"
"56197","콜드웰","0.00002","0.00000"
"56198","콜드플레이","0.00001","0.00000"
"56199","콜라","0.00177","0.00171"
"56200","콜라겐","0.00017","0.00006"
"56201","콜라보","0.00051","0.00041"
"56202","콜라보레이션","0.00016","0.00013"
"56203","콜라비 ","0.00001","0.00000"
"56204","콜라주","0.00044","0.00015"
"56205","콜랭","0.00017","0.00013"
"56206","콜러","0.00002","0.00002"
"56207","콜럼","0.00007","0.00019"
"56208","콜럼버스","0.00079","0.00091"
"56209","콜레","0.00011","0.00009"
"56210","콜레라","0.00064","0.00026"
"56211","콜레스테롤","0.00111","0.00160"
"56212","콜레주","0.00001","0.00000"
"56213","콜레트","0.00014","0.00007"
"56214","콜렉","0.00002","0.00000"
"56215","콜렉션","0.00005","0.00006"
"56216","콜렉터","0.00011","0.00007"
"56217","콜렉트콜","0.00001","0.00006"
"56218","콜렌","0.00001","0.00000"
"56219","콜렛","0.00002","0.00004"
"56220","콜로","0.00016","0.00009"
"56221","콜로니","0.00004","0.00004"
"56222","콜로디","0.00003","0.00006"
"56223","콜로라","0.00001","0.00000"
"56224","콜로세오","0.00001","0.00004"
"56225","콜로세움","0.00032","0.00017"
"56226","콜로이드","0.00001","0.00000"
"56227","콜록","0.00003","0.00002"
"56228","콜록거리다","0.00001","0.00002"
"56229","콜록대다","0.00001","0.00004"
"56230","콜록콜록","0.00006","0.00002"
"56231","콜론","0.00010","0.00006"
"56232","콜론나","0.00002","0.00002"
"56233","콜롬","0.00023","0.00032"
"56234","콜롬보","0.00005","0.00006"
"56235","콜롬비","0.00001","0.00006"
"56236","콜롬비아","0.00033","0.00032"
"56237","콜롱바니","0.00003","0.00004"
"56238","콜롱브","0.00001","0.00004"
"56239","콜리","0.00028","0.00015"
"56240","콜리마","0.00001","0.00000"
"56241","콜리어","0.00003","0.00000"
"56242","콜리지","0.00002","0.00000"
"56243","콜리플라워","0.00004","0.00006"
"56244","콜린","0.00142","0.00128"
"56245","콜린스","0.00034","0.00048"
"56246","콜링","0.00004","0.00009"
"56247","콜마르","0.00003","0.00000"
"56248","콜맨","0.00002","0.00000"
"56249","콜먼","0.00007","0.00004"
"56250","콜버그","0.00001","0.00000"
"56251","콜버트","0.00002","0.00002"
"56252","콜번","0.00003","0.00000"
"56253","콜비츠","0.00004","0.00004"
"56254","콜빈","0.00003","0.00000"
"56255","콜스","0.00008","0.00000"
"56256","콜슨","0.00004","0.00000"
"56257","콜웰","0.00001","0.00000"
"56258","콜카타","0.00011","0.00004"
"56259","콜콜","0.00004","0.00002"
"56260","콜크","0.00001","0.00006"
"56261","콜키스","0.00004","0.00000"
"56262","콜터","0.00004","0.00000"
"56263","콜트","0.00004","0.00007"
"56264","콜튼","0.00002","0.00000"
"56265","콜퍼","0.00002","0.00002"
"56266","콜필드","0.00024","0.00028"
"56267","콜하스","0.00003","0.00006"
"56268","콤마","0.00004","0.00007"
"56269","콤모두스","0.00003","0.00000"
"56270","콤바인","0.00004","0.00000"
"56271","콤비","0.00130","0.00126"
"56272","콤비네이션","0.00002","0.00002"
"56273","콤파스","0.00001","0.00000"
"56274","콤팩트","0.00008","0.00007"
"56275","콤포스텔라","0.00005","0.00004"
"56276","콤프","0.00002","0.00000"
"56277","콤프턴","0.00002","0.00000"
"56278","콤플렉스","0.00177","0.00178"
"56279","콥트","0.00003","0.00006"
"56280","콧물","0.00001","0.00002"
"56281","콩가","0.00002","0.00000"
"56282","콩고","0.00054","0.00035"
"56283","콩고인","0.00001","0.00000"
"56284","콩글리시","0.00018","0.00009"
"56285","콩닥거리다","0.00010","0.00006"
"56286","콩닥콩닥","0.00057","0.00024"
"56287","콩당콩당","0.00001","0.00002"
"56288","콩도르세","0.00001","0.00006"
"56289","콩드","0.00001","0.00000"
"56290","콩소메","0.00001","0.00004"
"56291","콩스탕","0.00006","0.00009"
"56292","콩쥐팥쥐","0.00002","0.00006"
"56293","콩코드","0.00005","0.00002"
"56294","콩코르드","0.00001","0.00000"
"56295","콩콩","0.00056","0.00030"
"56296","콩콩콩","0.00016","0.00004"
"56297","콩쿠르","0.00045","0.00020"
"56298","콩쿨","0.00006","0.00011"
"56299","콩테","0.00003","0.00002"
"56300","콩트","0.00028","0.00032"
"56301","콩팥","0.00014","0.00028"
"56302","콰가","0.00003","0.00013"
"56303","콰라","0.00001","0.00004"
"56304","콰르르","0.00001","0.00000"
"56305","콰르릉","0.00001","0.00000"
"56306","콰르텟","0.00004","0.00000"
"56307","콰리즈미","0.00002","0.00000"
"56308","콰미","0.00003","0.00000"
"56309","콰이","0.00003","0.00002"
"56310","콰이어","0.00002","0.00004"
"56311","콰이어트","0.00015","0.00011"
"56312","콰이엇","0.00003","0.00002"
"56313","콰트로","0.00000","0.00006"
"56314","콱콱","0.00001","0.00000"
"56315","콸콸","0.00017","0.00004"
"56316","쾅쾅","0.00028","0.00011"
"56317","쾅쾅쾅","0.00005","0.00002"
"56318","쾌감","0.00176","0.00199"
"56319","쾌거","0.00022","0.00007"
"56320","쾌걸","0.00021","0.00006"
"56321","쾌도","0.00002","0.00002"
"56322","쾌락","0.00273","0.00336"
"56323","쾌면","0.00001","0.00000"
"56324","쾌변","0.00011","0.00007"
"56325","쾌속","0.00005","0.00013"
"56326","쾌유","0.00007","0.00002"
"56327","쾌의","0.00003","0.00000"
"56328","쾌자","0.00016","0.00022"
"56329","쾌재","0.00011","0.00006"
"56330","쾌적","0.00001","0.00000"
"56331","쾌지나","0.00002","0.00000"
"56332","쾌차","0.00003","0.00002"
"56333","쾌척","0.00001","0.00004"
"56334","쾌쾌하다","0.00002","0.00002"
"56335","쾌히","0.00004","0.00002"
"56336","쾡하다","0.00002","0.00000"
"56337","쾨니히","0.00001","0.00002"
"56338","쾨니히스베르크","0.00002","0.00004"
"56339","쾨르","0.00004","0.00006"
"56340","쾰러","0.00001","0.00002"
"56341","쾰른","0.00005","0.00000"
"56342","쿄고","0.00000","0.00006"
"56343","쿄스케","0.00001","0.00000"
"56344","쿄이치","0.00003","0.00011"
"56345","쿄지","0.00001","0.00004"
"56346","쿄코","0.00021","0.00015"
"56347","쿠가","0.00001","0.00000"
"56348","쿠건","0.00001","0.00002"
"56349","쿠게","0.00002","0.00000"
"56350","쿠궁","0.00001","0.00000"
"56351","쿠나","0.00001","0.00000"
"56352","쿠네","0.00002","0.00000"
"56353","쿠노","0.00002","0.00002"
"56354","쿠니","0.00016","0.00017"
"56355","쿠다","0.00005","0.00002"
"56356","쿠당탕","0.00001","0.00000"
"56357","쿠데","0.00001","0.00004"
"56358","쿠데타","0.00053","0.00052"
"56359","쿠도","0.00001","0.00000"
"56360","쿠두","0.00001","0.00000"
"56361","쿠라","0.00026","0.00017"
"56362","쿠라타","0.00003","0.00015"
"56363","쿠란","0.00003","0.00002"
"56364","쿠로","0.00008","0.00015"
"56365","쿠로사와","0.00004","0.00006"
"56366","쿠로사키","0.00005","0.00000"
"56367","쿠로스","0.00007","0.00007"
"56368","쿠로키","0.00001","0.00002"
"56369","쿠루","0.00008","0.00000"
"56370","쿠루와","0.00009","0.00013"
"56371","쿠르","0.00027","0.00013"
"56372","쿠르드","0.00006","0.00004"
"56373","쿠르베","0.00006","0.00006"
"56374","쿠르트","0.00011","0.00009"
"56375","쿠리","0.00005","0.00002"
"56376","쿠리다","0.00006","0.00002"
"56377","쿠리치바","0.00008","0.00006"
"56378","쿠리하라","0.00001","0.00011"
"56379","쿠릴","0.00003","0.00002"
"56380","쿠릴타이","0.00001","0.00000"
"56381","쿠마","0.00010","0.00015"
"56382","쿠마르","0.00002","0.00002"
"56383","쿠마리","0.00003","0.00002"
"56384","쿠메","0.00004","0.00033"
"56385","쿠미","0.00012","0.00000"
"56386","쿠미코","0.00001","0.00000"
"56387","쿠바","0.00124","0.00160"
"56388","쿠바인","0.00002","0.00000"
"56389","쿠베르탱","0.00003","0.00000"
"56390","쿠보","0.00003","0.00004"
"56391","쿠빌라이","0.00014","0.00004"
"56392","쿠사","0.00003","0.00015"
"56393","쿠사나기","0.00002","0.00009"
"56394","쿠사마","0.00002","0.00002"
